Id,LotFrontage,LotArea,HouseStyle,OverallQual,OverallCond,YearBuilt,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,FullBath,TotalRooms,GarageCars,GarageArea,YrSold,SalePrice
977,51.0,5900.0,1Story,4,7,1923,,Y,869,0,1,4,0,0,2006,85500
978,35.0,4274.0,1Story,7,5,2006,1241,Y,1241,0,1,4,2,569,2007,199900
979,68.0,9450.0,1Story,4,5,1954,,Y,894,0,1,5,2,400,2007,110000
980,80.0,8816.0,1Story,5,6,1963,1121,Y,1121,0,1,5,2,480,2009,139000
981,,12122.0,SFoyer,7,9,1961,,Y,999,0,1,6,2,588,2008,178400
982,98.0,12203.0,2Story,8,5,1998,,Y,1276,1336,2,8,3,676,2009,336000
983,43.0,3182.0,1Story,7,5,2007,1266,Y,1266,0,2,6,2,388,2008,159895
984,,11250.0,2Story,8,5,2002,,Y,1149,1141,2,9,2,779,2008,255900
985,75.0,10125.0,1.5Fin,5,5,1977,0,Y,1302,432,2,8,2,539,2009,126000
986,68.0,10880.0,1Story,5,5,1950,,N,1164,0,1,5,1,240,2008,125000
987,59.0,5310.0,1.5Fin,6,8,1910,485,Y,1001,634,1,5,1,255,2006,117000
988,83.0,10159.0,1Story,9,5,2009,,Y,1940,0,2,8,3,606,2010,395192
989,,12046.0,2Story,6,6,1976,848,Y,1118,912,2,8,2,551,2007,195000
990,65.0,8125.0,2Story,7,5,2006,,Y,778,798,2,6,2,614,2006,197000
991,82.0,9452.0,2Story,8,5,1997,1396,Y,1407,985,2,7,3,870,2006,348000
992,121.0,17671.0,2Story,8,9,1882,,Y,916,826,1,8,2,424,2009,168000
993,80.0,9760.0,2Story,6,8,1964,822,Y,1020,831,2,7,2,440,2007,187000
994,68.0,8846.0,2Story,6,5,2005,,Y,750,750,2,6,2,564,2006,173900
995,96.0,12456.0,1Story,10,5,2006,1700,Y,1718,0,2,7,3,786,2009,337500
996,51.0,4712.0,1.5Fin,4,7,1946,747,Y,774,456,1,5,1,305,2006,121600
997,,10659.0,1Story,5,6,1961,,Y,1050,0,1,6,1,368,2006,136500
998,,11717.0,1Story,6,6,1970,1442,Y,1442,0,2,6,2,615,2009,185000
999,60.0,9786.0,1Story,3,4,1922,,N,1077,0,1,6,1,210,2006,91000
1000,64.0,6762.0,1Story,7,5,2006,1187,Y,1208,0,2,6,2,632,2010,206000
1001,74.0,10206.0,1Story,3,3,1952,0,N,944,0,1,4,2,528,2009,82000
1002,60.0,,1Story,5,6,1920,,Y,691,0,1,4,1,216,2007,86000
1003,75.0,,1Story,8,5,2006,,Y,1574,0,2,7,3,824,2008,232000
1004,,11500.0,1Story,5,6,1976,,Y,1680,0,2,8,2,528,2007,136905
1005,43.0,3182.0,1Story,7,5,2005,,Y,1504,0,2,7,2,457,2009,181000
1006,65.0,8385.0,SLvl,5,8,1977,985,Y,985,0,2,6,1,328,2008,149900
1007,,12155.0,1Story,6,3,1970,1657,Y,1657,0,2,7,2,484,2007,163500
1008,21.0,2217.0,2Story,4,4,1970,,Y,546,546,1,6,1,286,2009,88000
1009,43.0,12118.0,1Story,7,5,2004,,Y,1710,0,2,7,2,550,2009,240000
1010,60.0,6000.0,1.5Fin,5,5,1926,1008,Y,1008,0,2,7,0,0,2006,102000
1011,115.0,21286.0,1.5Fin,5,5,1948,720,Y,720,551,2,7,1,312,2008,135000
1012,75.0,9825.0,1Story,5,5,1965,,N,1664,0,2,8,0,0,2010,100000
1013,55.0,10592.0,2Story,6,7,1923,,Y,900,602,1,7,1,180,2007,165000
1014,60.0,7200.0,1Story,5,4,1910,1022,N,1022,0,1,4,1,280,2009,85000
1015,60.0,11664.0,1Story,6,5,1948,1082,Y,1082,0,1,5,1,240,2007,119200
1016,70.0,8400.0,2Story,8,6,2001,810,Y,810,855,2,6,2,528,2009,227000
1017,73.0,11883.0,1Story,7,5,1996,1504,Y,1504,0,2,6,2,478,2009,203000
1018,,5814.0,1Story,8,5,1984,,Y,1360,0,1,4,2,565,2009,187500
1019,,10784.0,SLvl,7,5,1991,384,Y,802,670,2,7,2,402,2007,160000
1020,43.0,3013.0,1Story,7,5,2005,,Y,1506,0,2,6,2,440,2006,213490
1021,60.0,7024.0,1Story,4,5,2005,1132,Y,1132,0,1,5,2,451,2008,176000
1022,64.0,7406.0,1Story,7,5,2006,,Y,1220,0,2,6,2,632,2006,194000
1023,52.0,9439.0,1.5Fin,5,5,1930,,Y,912,336,1,6,1,160,2007,87000
1024,43.0,3182.0,1Story,7,5,2005,1346,Y,1504,0,2,7,2,437,2008,191000
1025,,15498.0,1Story,8,6,1976,,Y,2898,0,2,10,2,665,2008,287000
1026,70.0,7700.0,1Story,5,5,1972,882,Y,882,0,1,5,2,461,2007,112500
1027,73.0,9300.0,1Story,5,5,1960,,Y,1264,0,1,6,2,461,2010,167500
1028,71.0,9520.0,1Story,8,5,2007,1638,Y,1646,0,2,7,3,800,2008,293077
1029,79.0,9492.0,1.5Fin,5,5,1941,768,Y,968,408,1,6,1,240,2007,105000
1030,21.0,1680.0,2Story,6,7,1972,,Y,672,546,1,7,1,264,2006,118000
1031,,7082.0,2Story,5,8,1916,686,Y,948,980,2,10,0,0,2006,160000
1032,102.0,15863.0,2.5Fin,7,3,1920,824,Y,1687,998,2,12,2,672,2009,197000
1033,,14541.0,2Story,8,7,1993,1338,Y,1352,1168,2,10,3,796,2006,310000
1034,,8125.0,1Story,7,5,2002,,Y,1654,0,2,6,3,900,2006,230000
1035,50.0,6305.0,1Story,5,7,1938,920,Y,954,0,1,5,1,240,2007,119750
1036,,11500.0,1Story,4,3,1957,0,N,845,0,1,5,1,290,2009,84000
1037,89.0,12898.0,1Story,9,5,2007,,Y,1620,0,2,6,3,912,2009,315500
1038,,9240.0,2Story,8,5,2001,1055,Y,1055,1208,2,7,2,905,2008,287000
1039,21.0,1533.0,2Story,4,6,1970,,Y,798,546,1,6,0,0,2009,97000
1040,21.0,1477.0,SFoyer,4,4,1970,630,Y,630,0,1,3,1,286,2009,80000
1041,88.0,13125.0,1Story,5,4,1957,1134,Y,1803,0,2,8,2,484,2006,155000
1042,,9130.0,2Story,6,8,1966,800,Y,800,832,1,7,2,484,2008,173000
1043,34.0,5381.0,1Story,6,5,2005,,Y,1306,0,2,5,2,624,2009,196000
1044,86.0,11839.0,2Story,7,5,1990,,Y,1532,797,2,10,2,514,2008,262280
1045,80.0,9600.0,1Story,8,5,1981,2524,Y,2524,0,2,9,2,542,2009,278000
1046,,13680.0,1Story,3,5,1955,0,Y,1733,0,2,8,2,452,2009,139600
1047,85.0,16056.0,2Story,9,5,2005,1992,Y,1992,876,3,11,3,716,2006,556581
1048,57.0,9245.0,1Story,5,5,1994,990,Y,990,0,1,5,2,672,2008,145000
1049,100.0,21750.0,1Story,5,4,1960,,Y,1771,0,1,9,2,336,2009,115000
1050,60.0,,1Story,4,7,1946,0,Y,930,0,1,6,1,308,2010,84900
1051,73.0,8993.0,1Story,7,5,2007,,Y,1302,0,2,6,2,436,2007,176485
1052,103.0,11175.0,1Story,7,5,2007,,Y,1316,0,2,6,2,440,2007,200141
1053,100.0,9500.0,2Story,6,6,1964,816,Y,1127,850,1,9,2,540,2007,165000
1054,68.0,8562.0,1Story,5,6,1957,,Y,1526,0,1,7,1,364,2010,144500
1055,90.0,11367.0,2Story,8,5,2002,1065,Y,1091,898,2,7,2,586,2006,255000
1056,104.0,11361.0,1Story,6,5,1976,1193,Y,1523,0,2,7,2,478,2008,180000
1057,43.0,7052.0,1Story,7,5,2005,,Y,1364,0,2,6,2,484,2006,185850
1058,,29959.0,2Story,7,6,1994,973,Y,979,871,2,7,2,467,2009,248000
1059,96.0,,2Story,9,5,2008,1104,Y,1130,1054,2,10,3,836,2009,335000
1060,,11275.0,1.5Fin,6,7,1932,854,Y,1096,895,1,7,2,432,2007,220000
1061,41.0,4920.0,1Story,8,5,2001,,Y,1338,0,2,6,2,582,2010,213500
1062,120.0,18000.0,1Story,3,4,1935,894,Y,894,0,1,6,3,1248,2008,81000
1063,85.0,13600.0,2Story,5,5,1900,,N,1422,915,2,10,2,560,2007,90000
1064,50.0,6000.0,1Story,6,6,1925,1103,Y,1103,0,1,5,2,440,2006,110500
1065,,11000.0,1Story,5,6,1966,1154,Y,1154,0,1,6,2,480,2009,154000
1066,80.0,14000.0,2Story,7,5,1996,1306,Y,1306,954,2,7,2,533,2010,328000
1067,59.0,7837.0,2Story,6,7,1993,799,Y,799,772,2,7,2,380,2009,178000
1068,80.0,9760.0,2Story,6,6,1964,,Y,798,813,1,7,2,442,2008,167900
1069,42.0,3964.0,2Story,6,4,1973,942,Y,1291,1230,2,10,2,576,2006,151400
1070,60.0,9600.0,1.5Unf,5,7,1949,845,Y,893,0,1,4,2,576,2007,135000
1071,72.0,10152.0,1Story,5,5,1956,1048,Y,1048,0,1,6,1,286,2007,135000
1072,78.0,11700.0,2Story,6,6,1968,727,Y,829,727,1,8,2,441,2009,154000
1073,50.0,,1.5Fin,5,3,1948,,Y,1002,454,1,7,1,280,2006,91500
1074,75.0,7950.0,2Story,6,6,1977,690,Y,698,728,1,6,2,440,2009,159500
1075,74.0,8556.0,1Story,7,5,2006,1240,Y,1240,0,2,5,3,826,2007,194000
1076,75.0,13125.0,2Story,7,6,1940,800,Y,960,780,1,6,1,240,2007,219500
1077,60.0,10800.0,1.5Fin,5,8,1936,796,Y,1096,370,2,7,2,566,2006,170000
1078,,15870.0,1Story,5,5,1969,1096,Y,1096,0,1,6,1,299,2006,138800
1079,37.0,4435.0,1Story,6,5,2004,,Y,848,0,1,3,2,420,2006,155900
1080,65.0,8775.0,1Story,5,5,1994,990,Y,990,0,1,5,1,299,2007,126000
1081,80.0,11040.0,1Story,6,7,1971,1258,Y,1258,0,2,5,2,528,2008,145000
1082,75.0,7500.0,1Story,5,5,1963,1040,Y,1040,0,1,5,1,308,2010,133000
1083,70.0,8749.0,1Story,7,5,2002,1459,Y,1459,0,2,6,2,527,2007,192000
1084,80.0,8800.0,1Story,6,6,1964,,Y,1251,0,1,6,1,461,2006,160000
1085,,13031.0,2Story,6,5,1995,691,Y,691,807,2,6,2,409,2006,187500
1086,73.0,9069.0,SFoyer,6,6,1992,936,Y,996,0,1,5,2,564,2010,147000
1087,,1974.0,2Story,4,5,1973,546,Y,546,546,1,6,1,286,2010,83500
1088,85.0,10574.0,2Story,8,5,2005,1082,Y,1082,871,2,9,3,1043,2009,252000
1089,24.0,2522.0,2Story,7,5,2004,970,Y,970,739,2,7,2,380,2006,137500
1090,37.0,3316.0,1Story,8,5,2005,,Y,1247,0,1,4,2,550,2006,197000
1091,60.0,8544.0,1Story,3,4,1950,,N,1040,0,2,6,2,400,2009,92900
1092,24.0,2160.0,2Story,7,5,1999,600,Y,624,628,2,4,2,462,2008,160000
1093,60.0,8400.0,1.5Fin,6,5,1925,1181,Y,1390,304,2,7,2,576,2008,136500
1094,71.0,9230.0,1Story,5,8,1965,864,Y,1200,0,1,6,2,884,2006,146000
1095,74.0,5868.0,1Story,5,7,1956,,Y,936,0,1,4,1,308,2010,129000
1096,78.0,9317.0,1Story,6,5,2006,1314,Y,1314,0,2,6,2,440,2007,176432
1097,60.0,6882.0,2Story,6,7,1914,684,Y,773,582,1,7,0,0,2007,127000
1098,,3696.0,1Story,8,5,1986,1074,Y,1088,0,1,5,2,461,2007,170000
1099,50.0,6000.0,1.5Fin,4,6,1936,672,Y,757,567,1,6,1,240,2009,128000
1100,82.0,11880.0,1Story,7,5,1978,1271,Y,1601,0,2,7,2,478,2009,157000
1101,60.0,8400.0,1Story,2,5,1920,,N,438,0,1,3,1,246,2009,60000
1102,61.0,9758.0,1Story,5,5,1971,,Y,950,0,1,5,1,280,2007,119500
1103,70.0,7000.0,1Story,5,7,1960,,Y,1134,0,1,6,1,254,2007,135000
1104,79.0,8910.0,1Story,6,6,1959,655,Y,1194,0,1,6,2,539,2006,159500
1105,24.0,2016.0,2Story,5,5,1970,630,Y,630,672,2,6,2,440,2007,106000
1106,98.0,12256.0,2Story,8,5,1994,1463,Y,1500,1122,2,9,2,712,2010,325000
1107,114.0,10357.0,1Story,7,5,1990,910,Y,1442,0,2,6,2,719,2007,179900
1108,168.0,23257.0,2Story,7,5,2006,,Y,887,1134,2,9,2,422,2006,274725
1109,,8063.0,2Story,6,5,2000,,Y,948,742,2,7,2,463,2007,181000
1110,107.0,11362.0,1Story,8,5,2004,1836,Y,1836,0,2,7,3,862,2009,280000
1111,,8000.0,2Story,6,5,1995,,Y,773,885,2,8,2,431,2008,188000
1112,80.0,10480.0,2Story,7,6,1976,803,Y,1098,866,2,8,2,483,2008,205000
1113,73.0,7100.0,1Story,5,7,1957,816,Y,816,0,1,5,1,308,2006,129900
1114,66.0,8923.0,1Story,5,7,1953,1008,Y,1008,0,1,6,1,240,2007,134500
1115,90.0,5400.0,1Story,5,7,1954,833,Y,833,0,1,4,1,326,2006,117000
1116,93.0,12085.0,1Story,8,5,2007,1734,Y,1734,0,2,7,3,928,2007,318000
1117,,7750.0,SLvl,8,5,2002,408,Y,779,640,2,7,2,527,2009,184100
1118,57.0,9764.0,1Story,5,7,1967,,Y,894,0,1,5,2,450,2008,130000
1119,85.0,13825.0,SLvl,5,6,1958,533,Y,1021,580,1,6,1,300,2008,140000
1120,70.0,7560.0,1Story,5,5,1959,1040,Y,1040,0,1,6,1,286,2006,133700
1121,59.0,8263.0,1Story,6,5,1920,,Y,1012,0,1,6,1,308,2007,118400
1122,84.0,10084.0,1Story,7,5,2005,1552,Y,1552,0,2,7,3,782,2006,212900
1123,,8926.0,1Story,4,3,1956,,Y,960,0,1,5,1,288,2009,112000
1124,50.0,9405.0,1Story,5,9,1947,698,Y,698,0,1,4,0,0,2009,118000
1125,,9125.0,SLvl,7,5,1992,,Y,812,670,2,7,2,392,2007,163900
1126,60.0,10434.0,1Story,4,5,1955,1005,Y,1005,0,1,5,2,672,2009,115000
1127,53.0,3684.0,1Story,7,5,2007,1373,Y,1555,0,2,7,3,660,2009,174000
1128,182.0,14572.0,1Story,7,5,2004,,Y,1530,0,2,7,3,630,2007,259000
1129,59.0,11796.0,2Story,7,5,2004,,Y,847,1112,2,8,2,434,2007,215000
1130,60.0,7200.0,SFoyer,5,5,1980,936,Y,936,0,1,4,2,672,2007,140000
1131,65.0,7804.0,1.5Fin,4,3,1928,1122,Y,1328,653,2,7,2,576,2009,135000
1132,63.0,10712.0,1Story,5,5,1991,,Y,974,0,1,5,0,0,2007,93500
1133,90.0,9900.0,2Story,6,4,1880,,Y,1178,1032,2,8,1,205,2007,117500
1134,80.0,9828.0,2Story,8,5,1995,,Y,1142,878,2,8,2,466,2009,239500
1135,57.0,8773.0,2Story,6,5,1997,916,Y,916,684,2,7,2,460,2007,169000
1136,60.0,6180.0,1Story,6,5,1926,960,N,986,0,1,5,1,180,2007,102000
1137,80.0,9600.0,1.5Fin,6,5,1950,1032,Y,1032,220,1,6,1,288,2008,119000
1138,54.0,6342.0,1.5Fin,5,8,1875,780,N,780,240,1,6,0,0,2010,94000
1139,,9819.0,1Story,6,5,1977,,Y,1567,0,2,5,2,714,2009,196000
1140,98.0,8731.0,1Story,5,5,1920,915,Y,1167,0,1,6,2,495,2007,144000
1141,60.0,7350.0,1Story,5,7,1951,952,Y,952,0,1,4,2,840,2008,139000
1142,,10304.0,2Story,5,7,1976,,Y,1088,780,2,9,2,484,2009,197500
1143,77.0,9965.0,2Story,8,5,2006,,Y,1466,1362,3,11,3,1052,2007,424870
1144,,9000.0,1Story,5,3,1959,1006,Y,1006,0,1,5,0,0,2008,80000
1145,60.0,12180.0,1.5Fin,4,4,1941,,N,672,252,1,5,1,280,2010,80000
1146,52.0,6240.0,1.5Fin,5,6,1928,,Y,1042,534,1,8,1,225,2006,149000
1147,,11200.0,1Story,6,5,1985,1298,Y,1298,0,2,5,2,403,2006,180000
1148,75.0,12000.0,2Story,7,7,1941,,Y,860,704,1,7,1,234,2009,174500
1149,,5700.0,1.5Fin,7,7,1926,,Y,572,539,1,5,1,288,2008,116900
1150,50.0,9000.0,2Story,7,9,1920,,Y,832,650,1,7,2,324,2009,143000
1151,57.0,8280.0,1Story,6,5,1950,932,Y,932,0,1,4,1,306,2007,124000
1152,134.0,17755.0,1Story,5,4,1959,1466,Y,1466,0,1,6,2,528,2006,149900
1153,90.0,14115.0,1Story,6,7,1956,1073,Y,1811,0,1,6,2,470,2006,230000
1154,,5890.0,1Story,6,8,1930,816,Y,816,0,1,5,1,432,2008,120500
1155,,13700.0,2Story,7,6,1965,864,Y,902,918,1,8,2,492,2008,201800
1156,90.0,10768.0,1Story,5,8,1976,1437,Y,1437,0,2,6,2,528,2007,218000
1157,85.0,9350.0,SLvl,5,8,1965,1219,Y,1265,0,2,6,2,502,2008,179900
1158,34.0,5001.0,1Story,7,5,2007,,Y,1314,0,2,6,2,626,2009,230000
1159,92.0,11932.0,1Story,8,5,2007,1580,Y,1580,0,2,7,3,830,2008,235128
1160,76.0,9120.0,2Story,6,6,1974,,Y,943,933,2,8,2,540,2008,185000
1161,24.0,2280.0,2Story,6,5,1978,855,Y,855,601,2,7,2,440,2010,146000
1162,,14778.0,1Story,6,7,1954,,Y,1640,0,1,7,2,924,2008,224000
1163,109.0,8724.0,1Story,5,5,1968,894,Y,894,0,1,5,2,450,2007,129000
1164,60.0,12900.0,SFoyer,4,4,1969,,Y,1258,0,0,6,2,400,2008,108959
1165,,,SLvl,5,7,1978,,Y,1432,0,1,5,2,588,2007,194000
1166,79.0,9541.0,1Story,7,5,2009,,Y,1502,0,2,7,2,644,2009,233170
1167,64.0,10475.0,1Story,8,5,2008,1694,Y,1694,0,2,7,3,776,2010,245350
1168,58.0,10852.0,2Story,6,5,2000,959,Y,959,712,2,7,2,472,2006,173000
1169,120.0,,2Story,6,7,1935,,Y,1236,872,2,7,2,540,2008,235000
1170,118.0,35760.0,2Story,10,5,1995,1930,Y,1831,1796,3,10,3,807,2006,625000
1171,76.0,9880.0,SLvl,6,6,1977,1096,Y,1118,0,1,6,1,358,2008,171000
1172,76.0,9120.0,1Story,6,6,1958,,Y,1261,0,1,6,2,433,2008,163000
1173,35.0,4017.0,2Story,7,5,2006,625,Y,625,625,2,5,2,625,2008,171900
1174,138.0,18030.0,1.5Fin,5,6,1946,,Y,1636,971,3,12,0,0,2007,200500
1175,80.0,16560.0,2Story,6,8,1932,,Y,1170,1175,2,9,2,360,2006,239000
1176,85.0,10678.0,1.5Fin,8,5,1992,1683,Y,2129,743,2,9,2,541,2007,285000
1177,37.0,6951.0,1Story,5,5,1984,876,Y,923,0,1,5,1,264,2008,119500
1178,,3950.0,1.5Fin,6,8,1926,818,Y,818,406,1,5,1,210,2009,115000
1179,54.0,7681.0,1.5Fin,5,6,1921,,Y,820,523,1,7,1,186,2009,154900
1180,77.0,8335.0,1Story,5,5,1954,,Y,1124,0,1,5,0,0,2006,93000
1181,,11170.0,2Story,7,5,1990,,Y,1298,1216,2,8,2,693,2006,250000
1182,64.0,,1Story,8,5,2008,1600,Y,1652,0,2,5,2,482,2008,392500
1183,160.0,15623.0,2Story,10,5,1996,,Y,2411,2065,3,10,3,813,2007,745000
1184,60.0,10800.0,1Story,5,6,1920,1120,Y,1130,0,1,5,2,720,2006,120000
1185,50.0,35133.0,1Story,5,4,1963,1572,Y,1572,0,1,5,3,995,2007,186700
1186,60.0,9738.0,1.5Fin,5,7,1924,784,Y,949,272,1,7,1,392,2006,104900
1187,107.0,,2Story,3,5,1900,978,Y,1014,685,2,7,2,420,2009,95000
1188,89.0,12461.0,1Story,8,5,1994,,Y,1624,0,2,5,3,757,2006,262000
1189,68.0,8935.0,2Story,7,5,2002,,Y,831,829,2,7,2,493,2009,195000
1190,60.0,7500.0,2Story,7,5,1999,994,Y,1028,776,2,7,2,442,2010,189000
1191,,32463.0,1Story,4,4,1961,1249,Y,1622,0,1,7,4,1356,2007,168000
1192,24.0,2645.0,2Story,8,5,1999,776,Y,764,677,2,5,2,492,2007,174000
1193,60.0,9600.0,1.5Fin,5,8,1925,,Y,842,630,1,6,1,250,2007,125000
1194,,,1Story,6,5,1999,1224,Y,1224,0,2,5,2,402,2009,165000
1195,80.0,9364.0,2Story,6,7,1969,663,Y,663,689,1,7,1,299,2010,158000
1196,51.0,8029.0,2Story,6,5,2005,,Y,728,728,2,8,2,400,2008,176000
1197,58.0,14054.0,2Story,7,5,2006,879,Y,879,984,2,9,3,660,2006,219210
1198,65.0,8850.0,2.5Unf,7,6,1916,,Y,815,875,1,7,1,225,2006,144000
1199,70.0,9100.0,1Story,7,5,2001,1212,Y,1212,0,2,6,2,573,2009,178000
1200,75.0,,1Story,4,5,1963,1051,Y,1382,0,1,6,2,459,2006,148000
1201,71.0,9353.0,1Story,4,5,1970,,Y,864,0,1,5,1,280,2006,116050
1202,80.0,10400.0,2Story,7,5,1998,,Y,866,913,2,6,2,546,2009,197900
1203,50.0,6000.0,1.5Fin,5,8,1925,884,Y,884,464,1,5,1,216,2009,117000
1204,75.0,9750.0,1Story,7,5,2000,,Y,1630,0,2,6,2,451,2009,213000
1205,78.0,10140.0,1Story,5,6,1975,1056,Y,1074,0,1,6,2,495,2006,153500
1206,90.0,14684.0,1Story,7,7,1990,2158,Y,2196,0,2,7,3,701,2009,271900
1207,,8900.0,1Story,4,4,1966,,Y,1056,0,1,5,1,384,2006,107000
1208,70.0,9135.0,1Story,6,5,2003,1682,Y,1700,0,2,7,2,544,2006,200000
1209,70.0,7763.0,1Story,5,7,1962,931,Y,1283,0,1,6,2,506,2008,140000
1210,85.0,10182.0,1Story,8,5,2006,1660,Y,1660,0,2,8,2,500,2006,290000
1211,70.0,11218.0,2Story,6,5,1992,1055,Y,1055,790,2,8,2,462,2010,189000
1212,152.0,12134.0,1.5Fin,8,7,1988,559,Y,1080,672,2,8,2,492,2010,164000
1213,50.0,9340.0,1Story,4,6,1941,,Y,672,0,1,4,1,234,2009,113000
1214,,10246.0,SLvl,4,9,1965,648,Y,960,0,0,3,1,364,2006,145000
1215,69.0,10205.0,SFoyer,5,5,1962,925,Y,999,0,1,6,1,300,2006,134500
1216,99.0,7094.0,1Story,5,5,1966,894,Y,894,0,1,5,1,384,2007,125000
1217,68.0,8930.0,1.5Fin,6,5,1978,,Y,1318,584,2,8,2,539,2010,112000
